dataset,missing_rate,trial,method,ROC-AUC,F1,Accuracy,Log-loss,MCC,n_nodes,n_edges,n_hyperedges,n_test
EU-core emails (SNAP),0.3,1,Adamic–Adar,0.9548237199999998,0.0023971234518577705,0.5006,1.2919148467425734,0.02450224920552556,986,16064,121525,5000
EU-core emails (SNAP),0.3,1,Resource Allocation,0.95429738,0.017446471054718478,0.5044,1.3283315842003613,0.06647891064439948,986,16064,121525,5000
EU-core emails (SNAP),0.3,1,Preferential Attachment,0.9192438399999999,0.058994760333786145,0.5151,1.0141135453337167,0.1230210028258179,986,16064,121525,5000
EU-core emails (SNAP),0.3,1,Katz,0.9254738,0.0,0.4935,1.9811080782958879,-0.0808858851824057,986,16064,121525,5000
EU-core emails (SNAP),0.3,1,Personalized PageRank,0.9220991,0.0,0.4998,1.7270831592627964,-0.01414355004946072,986,16064,121525,5000
EU-core emails (SNAP),0.3,1,node2vec,0.64624732,0.14653902798232696,0.5364,0.7618660828107827,0.17903952909641496,986,16064,121525,5000
EU-core emails (SNAP),0.3,1,Matrix Completion,0.9336728400000001,0.8013619000166086,0.7608,0.6075835368766084,0.5714266511398522,986,16064,121525,5000
EU-core emails (SNAP),0.3,1,CHESHIRE,0.9675924,0.8780802754761649,0.8867,0.32836988787394,0.7812495704362029,986,16064,121525,5000
EU-core emails (SNAP),0.3,2,Null-Tie,0.5,0.6666666666666666,0.5,0.6931471805599453,0.0,986,16064,121525,5000
EU-core emails (SNAP),0.3,2,Common Neighbors,0.95444766,0.024881516587677725,0.5062,1.0531453035149574,0.07774919678455929,986,16064,121525,5000
EU-core emails (SNAP),0.3,2,Jaccard,0.90804816,0.0007995202878273036,0.5001,1.594889076555517,0.005774368912204485,986,16064,121525,5000
EU-core emails (SNAP),0.3,2,Adamic–Adar,0.95810398,0.0015987210231814548,0.5004,1.3210605861358675,0.02000400120040014,986,16064,121525,5000
EU-core emails (SNAP),0.3,2,Resource Allocation,0.95670422,0.0003999200159968006,0.5001,1.6792822101952043,0.010000500037503125,986,16064,121525,5000
EU-core emails (SNAP),0.3,2,Preferential Attachment,0.9176449799999999,0.043052837573385516,0.511,1.0238665322893983,0.10546253270162946,986,16064,121525,5000
EU-core emails (SNAP),0.3,2,Katz,0.9290694600000001,0.0,0.4936,1.9609251550193008,-0.0802572353905128,986,16064,121525,5000
EU-core emails (SNAP),0.3,2,Personalized PageRank,0.92265498,0.0,0.4999,1.5782740860376034,-0.010000500037503125,986,16064,121525,5000
EU-core emails (SNAP),0.3,2,node2vec,0.63944708,0.2674616695059625,0.57,0.719813765027387,0.24837222331583675,986,16064,121525,5000
EU-core emails (SNAP),0.3,2,Matrix Completion,0.94256072,0.38519710378117455,0.6179,0.6051213802005421,0.3608733267486552,986,16064,121525,5000
EU-core emails (SNAP),0.3,2,CHESHIRE,0.9677123399999998,0.8870435430639838,0.8939,0.30874846670646156,0.7936702493532017,986,16064,121525,5000
EU-core emails (SNAP),0.3,3,Null-Tie,0.5,0.6666666666666666,0.5,0.6931471805599453,0.0,986,16064,121525,5000
EU-core emails (SNAP),0.3,3,Common Neighbors,0.95293088,0.029168309026409146,0.5074,1.0834076022504509,0.08634331615714733,986,16064,121525,5000
EU-core emails (SNAP),0.3,3,Jaccard,0.90768036,0.011526232114467409,0.5026,1.3238220824791196,0.046035656848193475,986,16064,121525,5000
EU-core emails (SNAP),0.3,3,Adamic–Adar,0.95722428,0.03343166175024582,0.5085,1.0997908373216954,0.09258979095890332,986,16064,121525,5000
EU-core emails (SNAP),0.3,3,Resource Allocation,0.9574163200000001,0.029168309026409146,0.5074,1.218069804335665,0.08634331615714733,986,16064,121525,5000
EU-core emails (SNAP),0.3,3,Preferential Attachment,0.91995498,0.011533107973752238,0.5029,1.1434720519915555,0.053929903207161504,986,16064,121525,5000
EU-core emails (SNAP),0.3,3,Katz,0.9240619800000002,0.0,0.4919,1.9825795046050614,-0.09036672939099145,986,16064,121525,5000
EU-core emails (SNAP),0.3,3,Personalized PageRank,0.9224319999999999,0.0,0.4994,1.2394912010448214,-0.02450224920552556,986,16064,121525,5000
EU-core emails (SNAP),0.3,3,node2vec,0.64911684,0.11459703174901371,0.5287,0.8070744039570013,0.16233428968653643,986,16064,121525,5000
EU-core emails (SNAP),0.3,3,Matrix Completion,0.9378314400000001,0.7456838496387903,0.7923,0.5924927607767473,0.6283463162288215,986,16064,121525,5000
EU-core emails (SNAP),0.3,3,CHESHIRE,0.9701418199999999,0.890373197625106,0.8966,0.298971818297376,0.7983681826725977,986,16064,121525,5000
EU-core emails (SNAP),0.3,4,Null-Tie,0.5,0.6666666666666666,0.5,0.6931471805599453,0.0,986,16064,121525,5000
EU-core emails (SNAP),0.3,4,Common Neighbors,0.95017112,0.03728414442700157,0.5094,1.0696040485313727,0.09640219470975386,986,16064,121525,5000
EU-core emails (SNAP),0.3,4,Jaccard,0.90471388,0.004388589666866148,0.5009,1.3689891024648304,0.024977749647388272,986,16064,121525,5000
EU-core emails (SNAP),0.3,4,Adamic–Adar,0.9553394000000001,0.029944838455476755,0.5076,1.1090584349974841,0.0875111555046957,986,16064,121525,5000
EU-core emails (SNAP),0.3,4,Resource Allocation,0.95641788,0.02058590657165479,0.5052,1.2618106194693657,0.07229924856444576,986,16064,121525,5000
EU-core emails (SNAP),0.3,4,Preferential Attachment,0.91788794,0.05291828793774319,0.5132,0.9915665012021359,0.11234958069195225,986,16064,121525,5000
EU-core emails (SNAP),0.3,4,Katz,0.9252007,0.0,0.4976,1.9727487106076511,-0.04904868863952856,986,16064,121525,5000
EU-core emails (SNAP),0.3,4,Personalized PageRank,0.9245350800000001,0.0,0.4997,1.5588456421593988,-0.017323106736613452,986,16064,121525,5000
EU-core emails (SNAP),0.3,4,node2vec,0.65521754,0.27220142905750255,0.5722,0.7370080141443642,0.2551202346390182,986,16064,121525,5000
EU-core emails (SNAP),0.3,4,Matrix Completion,0.93322656,0.5654897494305239,0.6948,0.6020223002969068,0.48483183175492656,986,16064,121525,5000
EU-core emails (SNAP),0.3,4,CHESHIRE,0.9715057200000001,0.8933656787258728,0.8989,0.28002678348237753,0.8021329697161971,986,16064,121525,5000
EU-core emails (SNAP),0.5,0,Null-Tie,0.5,0.6666666666666666,0.5,0.6931471805599453,0.0,986,16064,121525,5000
EU-core emails (SNAP),0.5,0,Common Neighbors,0.9472073400000001,0.02214751829147716,0.5055,1.157516569046723,0.07305779190008656,986,16064,121525,5000
EU-core emails (SNAP),0.5,0,Jaccard,0.90234832,0.0011988011988011988,0.5001,1.4453728581037337,0.004473254408425845,986,16064,121525,5000
EU-core emails (SNAP),0.5,0,Adamic–Adar,0.9526293399999999,0.01862123613312203,0.5046,1.2073232396484683,0.0665552055906309,986,16064,121525,5000
EU-core emails (SNAP),0.5,0,Resource Allocation,0.9537335999999998,0.020973486347447567,0.5052,1.3144671317615255,0.07095487450608838,986,16064,121525,5000
EU-core emails (SNAP),0.5,0,Preferential Attachment,0.9156680200000001,0.02837997635001971,0.507,1.0828240239543834,0.0816761098783826,986,16064,121525,5000
EU-core emails (SNAP),0.5,0,Katz,0.923256,0.0,0.492,1.9695104426374423,-0.08980265101338746,986,16064,121525,5000
EU-core emails (SNAP),0.5,0,Personalized PageRank,0.92156612,0.0,0.4999,1.2502746094159478,-0.010000500037503125,986,16064,121525,5000
EU-core emails (SNAP),0.5,0,node2vec,0.6401704,0.25787671232876713,0.5666,0.7435596605807652,0.24009706396531813,986,16064,121525,5000
EU-core emails (SNAP),0.5,0,Matrix Completion,0.9312785200000001,0.4798307901495694,0.6557,0.6111321044720067,0.4226854202104587,986,16064,121525,5000
EU-core emails (SNAP),0.5,0,CHESHIRE,0.9675237600000001,0.8825031928480205,0.8896,0.3177560755147285,0.7849482815642473,986,16064,121525,5000
EU-core emails (SNAP),0.5,1,Null-Tie,0.5,0.6666666666666666,0.5,0.6931471805599453,0.0,986,16064,121525,5000
EU-core emails (SNAP),0.5,1,Common Neighbors,0.9497699,0.031496062992125984,0.508,1.062563187173229,0.08980265101338746,986,16064,121525,5000
EU-core emails (SNAP),0.5,1,Jaccard,0.9058435,0.0035935316430425234,0.5009,1.3581833038292586,0.030013509119339758,986,16064,121525,5000
EU-core emails (SNAP),0.5,1,Adamic–Adar,0.9545353400000001,0.033818324813212744,0.5086,1.0955392561551458,0.09313754116108273,986,16064,121525,5000
EU-core emails (SNAP),0.5,1,Resource Allocation,0.9545400399999999,0.01940978411566647,0.5049,1.2673532033948034,0.07017213284715494,986,16064,121525,5000
EU-core emails (SNAP),0.5,1,Preferential Attachment,0.9130991800000001,0.03766921718658034,0.5095,1.0478793655161318,0.09692913757554149,986,16064,121525,5000
EU-core emails (SNAP),0.5,1,Katz,0.9236020400000001,0.0,0.4957,1.9765368189523729,-0.06571582648309715,986,16064,121525,5000
EU-core emails (SNAP),0.5,1,Personalized PageRank,0.9259256800000001,0.0,0.4998,1.7082002806687044,-0.01414355004946072,986,16064,121525,5000
EU-core emails (SNAP),0.5,1,node2vec,0.64993366,0.28894133513149023,0.5782,0.7152743955204549,0.2689942775617565,986,16064,121525,5000
EU-core emails (SNAP),0.5,1,Matrix Completion,0.9217099599999999,0.8780821917808219,0.8754,0.6165551853684499,0.7515278313818305,986,16064,121525,5000
EU-core emails (SNAP),0.5,1,CHESHIRE,0.9671158000000001,0.8821025750159608,0.8892,0.31973195327325504,0.7841039954574186,986,16064,121525,5000
EU-core emails (SNAP),0.5,2,Null-Tie,0.5,0.6666666666666666,0.5,0.6931471805599453,0.0,986,16064,121525,5000
EU-core emails (SNAP),0.5,2,Common Neighbors,0.951873,0.03457760314341847,0.5086,1.0547191653068635,0.09106266777853742,986,16064,121525,5000
EU-core emails (SNAP),0.5,2,Jaccard,0.9042561199999999,0.011530815109343936,0.5028,1.2560947050070992,0.051197626156938666,986,16064,121525,5000
EU-core emails (SNAP),0.5,2,Adamic–Adar,0.95618508,0.02058590657165479,0.5052,1.1431211271447956,0.07229924856444576,986,16064,121525,5000
EU-core emails (SNAP),0.5,2,Resource Allocation,0.9559221600000001,0.012718600953895072,0.5032,1.3015748596474586,0.056659269967007354,986,16064,121525,5000
EU-core emails (SNAP),0.5,2,Preferential Attachment,0.92065174,0.031496062992125984,0.508,1.0666219065546718,0.08980265101338746,986,16064,121525,5000
EU-core emails (SNAP),0.5,2,Katz,0.9241330200000001,0.0,0.4931,1.969488125905408,-0.08335430877561809,986,16064,121525,5000
EU-core emails (SNAP),0.5,2,Personalized PageRank,0.92153688,0.0,0.4997,1.5965091798547493,-0.017323106736613452,986,16064,121525,5000
EU-core emails (SNAP),0.5,2,node2vec,0.64389548,0.28020956565827276,0.5741,0.7190255973491404,0.2567549842309165,986,16064,121525,5000
EU-core emails (SNAP),0.5,2,Matrix Completion,0.93334668,0.2824858757062147,0.5809,0.6263730016550486,0.2914919021148381,986,16064,121525,5000
EU-core emails (SNAP),0.5,2,CHESHIRE,0.9690749399999999,0.8789304812834224,0.8868,0.3066371663726762,0.7802209598639127,986,16064,121525,5000
EU-core emails (SNAP),0.5,3,Null-Tie,0.5,0.6666666666666666,0.5,0.6931471805599453,0.0,986,16064,121525,5000
EU-core emails (SNAP),0.5,3,Common Neighbors,0.95304608,0.007571229328551504,0.5019,1.2089757916047295,0.04363045807755069,986,16064,121525,5000
EU-core emails (SNAP),0.5,3,Jaccard,0.9058488000000001,0.05065263978180402,0.5127,1.1674388377848381,0.11086267063954691,986,16064,121525,5000
EU-core emails (SNAP),0.5,3,Adamic–Adar,0.9569914400000001,0.008364867556263693,0.5021,1.237801322464194,0.045873949911567756,986,16064,121525,5000
EU-core emails (SNAP),0.5,3,Resource Allocation,0.9564160199999999,0.01901743264659271,0.5048,1.3053331867647964,0.06944891018152789,986,16064,121525,5000
EU-core emails (SNAP),0.5,3,Preferential Attachment,0.92306914,0.029168309026409146,0.5074,1.0518928859094747,0.08634331615714733,986,16064,121525,5000
EU-core emails (SNAP),0.5,3,Katz,0.9282469,0.0,0.4942,1.964459382775339,-0.07637955387570326,986,16064,121525,5000
EU-core emails (SNAP),0.5,3,Personalized PageRank,0.9258396000000001,0.0,0.4996,1.5790534043518045,-0.02000400120040014,986,16064,121525,5000
EU-core emails (SNAP),0.5,3,node2vec,0.63838718,0.2727735368956743,0.5713,0.7176402569875876,0.2497687136317758,986,16064,121525,5000
EU-core emails (SNAP),0.5,3,Matrix Completion,0.9283059600000001,0.8156108597285068,0.837,0.6039168832237151,0.6929053787545068,986,16064,121525,5000
EU-core emails (SNAP),0.5,3,CHESHIRE,0.97292868,0.8913897441341968,0.8977,0.2792156514301465,0.8008249198656964,986,16064,121525,5000
EU-core emails (SNAP),0.5,4,Null-Tie,0.5,0.6666666666666666,0.5,0.6931471805599453,0.0,986,16064,121525,5000
EU-core emails (SNAP),0.5,4,Common Neighbors,0.95364136,0.011533107973752238,0.5029,1.1355274362655194,0.053929903207161504,986,16064,121525,5000
EU-core emails (SNAP),0.5,4,Jaccard,0.9097382799999999,0.02487660414610069,0.5061,1.2067531450622577,0.07590829224810382,986,16064,121525,5000
EU-core emails (SNAP),0.5,4,Adamic–Adar,0.9573650199999999,0.008761449621664676,0.5022,1.2003058433273448,0.046955837459013015,986,16064,121525,5000
EU-core emails (SNAP),0.5,4,Resource Allocation,0.95623098,0.008761449621664676,0.5022,1.3264417866591607,0.046955837459013015,986,16064,121525,5000
EU-core emails (SNAP),0.5,4,Preferential Attachment,0.91621408,0.05066250974279034,0.5128,1.0321901679599212,0.11215236435078049,986,16064,121525,5000
EU-core emails (SNAP),0.5,4,Katz,0.9264738600000001,0.0,0.4926,1.9647097596959713,-0.08634331615714733,986,16064,121525,5000
EU-core emails (SNAP),0.5,4,Personalized PageRank,0.921244,0.0,0.4994,1.2431961767429591,-0.02450224920552556,986,16064,121525,5000
EU-core emails (SNAP),0.5,4,node2vec,0.6346219599999999,0.36950054798810084,0.5973,0.6829340388769574,0.28151230717777204,986,16064,121525,5000
EU-core emails (SNAP),0.5,4,Matrix Completion,0.93621256,0.5544582796622298,0.6887,0.5979433844854509,0.4729066218455946,986,16064,121525,5000
EU-core emails (SNAP),0.5,4,CHESHIRE,0.9688828399999999,0.888346940939455,0.8947,0.3354025531273117,0.7945617281147395,986,16064,121525,5000
uni_email (URV),0.1,0,Null-Tie,0.5,0.6666666666666666,0.5,0.6931471805599453,0.0,1133,5451,10794,1079
uni_email (URV),0.1,0,Common Neighbors,0.8346098445253174,0.13805004314063848,0.5370713623725671,3.4017008104198236,0.19621048979129171,1133,5451,10794,1079
uni_email (URV),0.1,0,Jaccard,0.8282292927323468,0.05229936880072137,0.5129749768303985,3.5415393282898644,0.11081832770072811,1133,5451,10794,1079
uni_email (URV),0.1,0,Adamic–Adar,0.8370380359392944,0.0576057605760576,0.5148285449490269,3.46222837660994,0.12268553442634887,1133,5451,10794,1079
uni_email (URV),0.1,0,Resource Allocation,0.8369933716472793,0.04528985507246377,0.5115848007414272,3.548855596100758,0.10826163374360515,1133,5451,10794,1079
uni_email (URV),0.1,0,Preferential Attachment,0.8124937190839354,0.07630878438331855,0.5176088971269694,1.2731765832597135,0.1194047903119765,1133,5451,10794,1079
uni_email (URV),0.1,0,Katz,0.8961379130265985,0.0,0.4939759036144578,3.0396233301490536,-0.0778498944161523,1133,5451,10794,1079
uni_email (URV),0.1,0,Personalized PageRank,0.8980829570509886,0.011059907834101382,0.5027803521779426,1.6216565745516556,0.052802500785657215,1133,5451,10794,1079
uni_email (URV),0.1,0,node2vec,0.7388324238710027,0.26038338658146964,0.5708989805375347,0.7325162894831153,0.2610887287808203,1133,5451,10794,1079
uni_email (URV),0.1,0,Matrix Completion,0.8924200401806842,0.04528985507246377,0.5115848007414272,0.8779359016831246,0.10826163374360515,1133,5451,10794,1079
uni_email (URV),0.1,0,CHESHIRE,0.892019779409933,0.7035755478662054,0.7618164967562558,1.0312163959907104,0.5694404416991666,1133,5451,10794,1079
uni_email (URV),0.1,1,Null-Tie,0.5,0.6666666666666666,0.5,0.6931471805599453,0.0,1133,5451,10794,1079
uni_email (URV),0.1,1,Common Neighbors,0.832988616618037,0.03636363636363636,0.5088044485634847,3.4856827882366126,0.08968951850029253,1133,5451,10794,1079
uni_email (URV),0.1,1,Jaccard,0.8269018184379351,0.05225225225225225,0.5125115848007414,3.515348451852998,0.10514755350289258,1133,5451,10794,1079
uni_email (URV),0.1,1,Adamic–Adar,0.8360584277653853,0.03099361896080219,0.5074142724745134,3.507157580986081,0.0815223787354324,1133,5451,10794,1079
uni_email (URV),0.1,1,Resource Allocation,0.8359278706041103,0.01834862385321101,0.5041705282669138,3.6441281138948214,0.058563920800942935,1133,5451,10794,1079
uni_email (URV),0.1,1,Preferential Attachment,0.8023502006886891,0.09363957597173145,0.5245597775718258,1.2642235568799838,0.1586762341007895,1133,5451,10794,1079
uni_email (URV),0.1,1,Katz,0.901600270047181,0.0,0.49721964782205746,3.2972165968051486,-0.052802500785657215,1133,5451,10794,1079
uni_email (URV),0.1,1,Personalized PageRank,0.9043703150808122,0.0018501387604070306,0.5,1.6288443952699585,0.0,1133,5451,10794,1079
uni_email (URV),0.1,1,node2vec,0.749069136029396,0.36578171091445427,0.6014828544949027,0.6834924478413767,0.3033959873006183,1133,5451,10794,1079
uni_email (URV),0.1,1,Matrix Completion,0.8824813762786228,0.08503100088573959,0.5213160333642262,0.805636274912386,0.1416894538357504,1133,5451,10794,1079
uni_email (URV),0.1,1,CHESHIRE,0.9058798822580547,0.722755505364201,0.7724745134383688,0.8157184302129564,0.5837908632679241,1133,5451,10794,1079
uni_email (URV),0.1,2,Null-Tie,0.5,0.6666666666666666,0.5,0.6931471805599453,0.0,1133,5451,10794,1079
uni_email (URV),0.1,2,Common Neighbors,0.8370320234384461,0.14113597246127366,0.5375347544022243,3.425581513080742,0.19518072289156627,1133,5451,10794,1079
uni_email (URV),0.1,2,Jaccard,0.8315091119450353,0.0036968576709796672,0.5004633920296571,3.8069861226529818,0.012437002894184188,1133,5451,10794,1079
uni_email (URV),0.1,2,Adamic–Adar,0.8376981226395566,0.043517679057116954,0.5111214087117701,3.5693468540628266,0.10604944824604039,1133,5451,10794,1079
uni_email (URV),0.1,2,Resource Allocation,0.8357758402255202,0.03102189781021898,0.5078776645041705,3.6784517230686475,0.08910788322518098,1133,5451,10794,1079
uni_email (URV),0.1,2,Preferential Attachment,0.7999542191006844,0.04528985507246377,0.5115848007414272,1.3336114079637345,0.10826163374360515,1133,5451,10794,1079
uni_email (URV),0.1,2,Katz,0.9016956111320596,0.0,0.494902687673772,3.082216043129819,-0.07157812542337469,1133,5451,10794,1079
uni_email (URV),0.1,2,Personalized PageRank,0.9057780992079819,0.0037002775208140612,0.5009267840593142,1.5970001159123952,0.030457245193658635,1133,5451,10794,1079
uni_email (URV),0.1,2,node2vec,0.7552525636874152,0.15280135823429541,0.5375347544022243,0.7837376454129379,0.17940694389187742,1133,5451,10794,1079
uni_email (URV),0.1,2,Matrix Completion,0.8913884668208729,0.3790262172284644,0.6158480074142725,0.6441451714693317,0.35827356873285565,1133,5451,10794,1079
uni_email (URV),0.1,2,CHESHIRE,0.8940288136219219,0.705745792222867,0.7650602409638554,1.1015827592287843,0.579282164906927,1133,5451,10794,1079
uni_email (URV),0.1,3,Null-Tie,0.5,0.6666666666666666,0.5,0.6931471805599453,0.0,1133,5451,10794,1079
uni_email (URV),0.1,3,Common Neighbors,0.8529492605053421,0.13644214162348878,0.5366079703429101,3.1456867906420474,0.19493341940015826,1133,5451,10794,1079
uni_email (URV),0.1,3,Jaccard,0.8447920147117307,0.0037002775208140612,0.5009267840593142,3.62767248431229,0.030457245193658635,1133,5451,10794,1079
uni_email (URV),0.1,3,Adamic–Adar,0.8549995232945756,0.029223744292237442,0.5074142724745134,3.2695076320759062,0.08642716314028859,1133,5451,10794,1079
uni_email (URV),0.1,3,Resource Allocation,0.8545850902003966,0.038181818181818185,0.5097312326227988,3.3612682179674627,0.09913052044769173,1133,5451,10794,1079
uni_email (URV),0.1,3,Preferential Attachment,0.8220016302466585,0.09355692850838482,0.5240963855421686,1.1622306955784119,0.15427075181026262,1133,5451,10794,1079
uni_email (URV),0.1,3,Katz,0.9202553423217359,0.0,0.4990732159406858,3.1668644705583175,-0.030457245193658635,1133,5451,10794,1079
uni_email (URV),0.1,3,Personalized PageRank,0.9253608144705433,0.023809523809523808,0.5060240963855421,1.3929341881198123,0.0778498944161523,1133,5451,10794,1079
uni_email (URV),0.1,3,node2vec,0.7753884290280104,0.2280130293159609,0.5607043558850788,0.7114754142141679,0.2394353078022268,1133,5451,10794,1079
uni_email (URV),0.1,3,Matrix Completion,0.8844539060211761,0.21357615894039736,0.5597775718257646,0.6959257585534749,0.2521470152493623,1133,5451,10794,1079
uni_email (URV),0.1,3,CHESHIRE,0.9147603460108344,0.7401129943502824,0.7868396663577386,0.8729547365284388,0.6148038357780409,1133,5451,10794,1079
uni_email (URV),0.1,4,Null-Tie,0.5,0.6666666666666666,0.5,0.6931471805599453,0.0,1133,5451,10794,1079
uni_email (URV),0.1,4,Common Neighbors,0.8347889311577241,0.08518189884649512,0.5222428174235403,3.5007481692730247,0.15082710355197032,1133,5451,10794,1079
uni_email (URV),0.1,4,Jaccard,0.8303791912499214,0.025570776255707764,0.5055607043558851,3.707147287433484,0.06482037235521644,1133,5451,10794,1079
uni_email (URV),0.1,4,Adamic–Adar,0.8369255162805638,0.05229936880072137,0.5129749768303985,3.53452227868724,0.11081832770072811,1133,5451,10794,1079
uni_email (URV),0.1,4,Resource Allocation,0.8368460653764984,0.03099361896080219,0.5074142724745134,3.653054279102644,0.0815223787354324,1133,5451,10794,1079
uni_email (URV),0.1,4,Preferential Attachment,0.7993460975863245,0.06093189964157706,0.5143651529193698,1.3444121917450516,0.1106599571074029,1133,5451,10794,1079
uni_email (URV),0.1,4,Katz,0.9037798016046507,0.0,0.49721964782205746,3.0685291520744453,-0.052802500785657215,1133,5451,10794,1079
uni_email (URV),0.1,4,Personalized PageRank,0.8993245384761401,0.007380073800738007,0.5013901760889713,1.7358847796203236,0.028914403522689546,1133,5451,10794,1079
uni_email (URV),0.1,4,node2vec,0.7392756310763837,0.24121405750798722,0.5597775718257646,0.7444109140783787,0.2201336340701034,1133,5451,10794,1079
uni_email (URV),0.1,4,Matrix Completion,0.8783881515940428,0.1459227467811159,0.5389249304911955,0.7295556857187272,0.19899180202248504,1133,5451,10794,1079
uni_email (URV),0.1,4,CHESHIRE,0.8976530632403429,0.7197707736389685,0.773401297497683,1.0139346989734732,0.5918756666229803,1133,5451,10794,1079
uni_email (URV),0.3,0,Null-Tie,0.5,0.6666666666666666,0.5,0.6931471805599453,0.0,1133,5451,10794,3238
uni_email (URV),0.3,0,Common Neighbors,0.5883372387274188,0.026187576126674786,0.506176652254478,8.32141587114051,0.07354879961409122,1133,5451,10794,3238
uni_email (URV),0.3,0,Jaccard,0.587778039960155,0.004313000616142945,0.5009264978381717,8.483064650316296,0.026376748066999873,1133,5451,10794,3238
uni_email (URV),0.3,0,Adamic–Adar,0.5890728860226441,0.014106102422569764,0.5035515750463249,8.376760044235123,0.059701203419669044,1133,5451,10794,3238
uni_email (URV),0.3,0,Resource Allocation,0.5892243933127342,0.012277470841006752,0.5030883261272391,8.401057649873865,0.05565872287850237,1133,5451,10794,3238
uni_email (URV),0.3,0,Preferential Attachment,0.7059020315806622,0.01105311636475284,0.5026250772081532,2.1340126416116925,0.04853518928578725,1133,5451,10794,3238
uni_email (URV),0.3,0,Katz,0.6799570877179998,0.0,0.49830142063001853,7.153573304011454,-0.04124887211657313,1133,5451,10794,3238
uni_email (URV),0.3,0,Personalized PageRank,0.7412457685735443,0.002466091245376079,0.5003088326127239,2.819321682607819,0.010150845791019344,1133,5451,10794,3238
uni_email (URV),0.3,0,node2vec,0.5953228359494134,0.0392156862745098,0.5081840642371834,1.0703676199548073,0.07550478094596186,1133,5451,10794,3238
uni_email (URV),0.3,0,Matrix Completion,0.6413239686535852,0.024330900243309004,0.5046324891908586,0.7257245789986387,0.05292561240249631,1133,5451,10794,3238
uni_email (URV),0.3,0,CHESHIRE,0.8256538800935922,0.6939871152469578,0.7359481161210624,1.1095410925216356,0.49070989027007134,1133,5451,10794,3238
uni_email (URV),0.3,1,Null-Tie,0.5,0.6666666666666666,0.5,0.6931471805599453,0.0,1133,5451,10794,3238
uni_email (URV),0.3,1,Common Neighbors,0.5941589909967376,0.012269938650306749,0.5027794935145151,8.327310017744223,0.04776905877266312,1133,5451,10794,3238
uni_email (URV),0.3,1,Jaccard,0.593939861000526,0.008610086100861008,0.5021618282890673,8.39530968701899,0.04654580449208647,1133,5451,10794,3238
uni_email (URV),0.3,1,Adamic–Adar,0.5947114179556311,0.014710389212381244,0.5035515750463249,8.34450101751901,0.057272258647647276,1133,5451,10794,3238
uni_email (URV),0.3,1,Resource Allocation,0.594774367160201,0.01349279362158847,0.503242742433601,8.364367691526441,0.054509794426654344,1133,5451,10794,3238
uni_email (URV),0.3,1,Preferential Attachment,0.7335740250217366,0.014080195898377716,0.5026250772081532,1.8854298528104578,0.039316159414335285,1133,5451,10794,3238
uni_email (URV),0.3,1,Katz,0.6902854784578285,0.0,0.4976837554045707,7.124535649443688,-0.048183213258684805,1133,5451,10794,3238
uni_email (URV),0.3,1,Personalized PageRank,0.7634906344936461,0.0012345679012345679,0.5003088326127239,2.813411095507688,0.01757634830593071,1133,5451,10794,3238
uni_email (URV),0.3,1,node2vec,0.6032824767345463,0.02071276271702711,0.5035515750463249,1.008599946065829,0.042754548481826624,1133,5451,10794,3238
uni_email (URV),0.3,1,Matrix Completion,0.6463585697330305,0.021367521367521368,0.5049413218035824,0.7490930733803041,0.06469678413293764,1133,5451,10794,3238
uni_email (URV),0.3,1,CHESHIRE,0.8259778777419623,0.6760255241567913,0.7256022235948116,1.2190275689948313,0.47394706389115604,1133,5451,10794,3238
uni_email (URV),0.3,2,Null-Tie,0.5,0.6666666666666666,0.5,0.6931471805599453,0.0,1133,5451,10794,3238
uni_email (URV),0.3,2,Common Neighbors,0.6029453646685572,0.13119450014322542,0.5316553428042001,8.097109972924141,0.1633780468950142,1133,5451,10794,3238
uni_email (URV),0.3,2,Jaccard,0.6025797347053462,0.0012345679012345679,0.5003088326127239,8.285617391229163,0.01757634830593071,1133,5451,10794,3238
uni_email (URV),0.3,2,Adamic–Adar,0.6036622225799941,0.011049723756906077,0.5024706609017913,8.17094551035288,0.044526978302801896,1133,5451,10794,3238
uni_email (URV),0.3,2,Resource Allocation,0.603782922910878,0.01105311636475284,0.5026250772081532,8.19776472352054,0.04853518928578725,1133,5451,10794,3238
uni_email (URV),0.3,2,Preferential Attachment,0.7076034245893329,0.013484523444682808,0.502933909820877,2.035773244296602,0.04731186583936079,1133,5451,10794,3238
uni_email (URV),0.3,2,Katz,0.6931151405808342,0.0,0.4979925880172946,7.017187470644425,-0.04484918941428792,1133,5451,10794,3238
uni_email (URV),0.3,2,Personalized PageRank,0.7556507402635703,0.0018501387604070306,0.5001544163063619,2.8231599636551574,0.005559417603679654,1133,5451,10794,3238
uni_email (URV),0.3,2,node2vec,0.6055917587664398,0.0273224043715847,0.5052501544163064,1.0578610109712183,0.05670448226424656,1133,5451,10794,3238
uni_email (URV),0.3,2,Matrix Completion,0.6725453911453741,0.01712014674411495,0.5035515750463249,0.7897991798780816,0.04988004084160558,1133,5451,10794,3238
uni_email (URV),0.3,2,CHESHIRE,0.835492459257558,0.6963929671923147,0.7413526868437307,1.059531569634243,0.5053791618576049,1133,5451,10794,3238
uni_email (URV),0.3,3,Null-Tie,0.5,0.6666666666666666,0.5,0.6931471805599453,0.0,1133,5451,10794,3238
